content,lable
만화수준 ㅈㄴ낮네 구해달라더니 가라고하니 신같은스토리 ㅋㅋ,0
잠온당,1
애들 의상이 왤케 뒤죽박죽이냐; 실제 현대 패션 입힐거면 제대로 입히든가 애매한 컨셉 복장에다가 실제 패션 템 섞으니까 진짜 개별로네 그냥 하나만해 의상 항상 개 구림,0
규철이는 운동할때 좋은거꽂았나,1
막 보컬할려고 목 아끼고 있는거 아니지?,1
뭐지 라면을 먹는데 면이 콩나물인것같은 시원함은?,1
점점 산으로가네~,0
"매주 각 화 마다 보면 끌고 답답하고 처지는 느낌이 있을 수는 있지만 애초에 성벽 에피소드는 둥지에피로 넘어가기 전에 밤쪽에 절망감과 무력감을 줘서 둥지 스토리의 포텐셜을 높이는 역할을 해줌 때문에 연결해서 정주행으로 보면 마치 폭풍전야의 msg역할을 해주는, 꽤 좋은 에피였다고 생각함",0
크롭티랑 자기관리 안한것도 짤린 이유에 들어갈듯..,0
너무 짧네요.,0
러시아vs우크라이나,1
4. 빌드업이 길어야만 대작이야?,0
이새기 이름이 지존이라고?,1
다 참겠는데 대사랑 표정이랑 안맞는 수준의 작붕은 못차겠다,0
뭐야 이ㅂ 신같은건,1
이세계관은 수업중에 화장실 가고싶으면 교수님한테 손 번쩍들고 허락받고 가야하나봄 시작부터 태클걸게 한두개가 아니라 그냥 김빠지네,0
불량식품 맛임,0
엌ㅋㅋㅋㅋㅋ,1
많이 고생하셨을게 예상됨,1
????ㅋㅋㅋㅋ,1
꼴랑 합방...?,1
진짜ㅋㅋㅋ 이거 뭔 내용이냐,1
거 작가라는 사람 지금까지 뭐햇어.,0
안녕하세요!,1
이딴게 프린키피아보다 위에 있다는게 놀랍다...,1
저정도면 부모님 힘 감당 못 하실것같은데?,1
왜그래?,1
던 떨어졌냐...?,1
씨티에 안장3개 까는건 찐이다ㅎㅎ,1
그냥 그 포켓몬의 펄x아 디아x가 닮았는디..,1
이름 좀 바꿔라 제발,0
전투 할때만 퀄이 올라가고 분량이 적어지는듯,0
분노의 군주가 외치다:후자케루나(장난치지마,1
그림은 괜찮은거 같은데 스토리 왜 이렇게 이상해 ㄷㄷ,0
우웩,1
제목이 배달왕이면 배달이 주요 서사아닌가?,0
마치 화장실에 큰 거 나오려다가 만 느낌이에요,1
어차피 다 풀어주면 루즈하다 욕하고 건너뛰면 개연성 없다,0
ㅈㄴ스토리가 gpt가씀?,1
스크롤 길이는 긴데 대부분의 내용이 콰가가가가 파파파파파파파 화아아아아아악 이런건데 뭔지 알아보기도 너무 힘들어요.,0
이런거 비판할려한거 같은데 그림만 그리셔서 머리가 안따라주시낭....,0
아니 무료본은 왜ㅜ안푸세요?,0
보여주려는게 있나보지,1
두번째 가시 활용하는모습도 없다가 뜬금없이 저걸로 좌표를 바꿔버리네,0
미친....,1
재밌기만한데 좀 적당히들하자,0
그냥 기분에따라 새캐릭터 만들고 의미없는짓만게속반복,0
쌩,1
아ㅋㅋㅋㅋㅋㅋ 유투브도 잘보고있은데 너무 닮게 잘 그리셨어요 ㅋㅋㅋㅋㅋㅋ,1
으 그림체 퇴화했어 인체비율 왜저래,0
거의 현실에서 메테오쏘는급판타지,1
아니 왜 그런거임....,1
우흥~,1
캐릭터 간의 밸붕 문제.,0
이게뭐람,1
정으로본다,1
아씨...,1
신성고 나오셨나보네 ㅋㅋ,1
청명이가절대로독에당할리가없습니다요,1
저는 분량 상관없이 그냥 좋았어요.,1
이해도 못하는 멍청이들은 웹툰 보지마라,1
대화 장면이 90%네....,0
이거 꿀잼인데,1
악녀는 더 고양이상이고 쌘 느낌이어야하는데.....,0
이설이도 개빡쳐하네 ㅋㅋㅋㅋㅋㅋㅋ,1
그림작가가 아닌 그림/작색 작가란걸 알아주셨으면 좋겠어요,0
원래 밤이랑 친하면 다 변해요,1
내 인생이노..,1
그리고 일본 작품이다보니 등장인물들의 감정선이나 내용의 흐름에 담겨 있는 성격들 자체가 진짜 딱 일본 애니라서 한국 사람들에겐 취향의 차이로 인해 이 작품이 나랑은 맞지 않다.,0
그래 상식적으로 이게 말이 되냐...ㅋㅋㅋㅋㅋㅋ,1
아니 그래서 만화잖아서ㅋㅋㅋㅋ 4-5등급이 갈 수도 있지....,1
보던 작품이 설정 붕괴된 것도 아니고,1
의식의 흐름에 따라 내용 써내려가는듯한건 기안 84분위기 잘따라했네,1
ㅋㅋㅋㅋ진짜 엔키두인지 엔귀두인지 뭔지 저놈이 말하는 비밀 하나도 안궁금함ㅋㅋㅋ연재10년이 넘었는데 아직 10가주 얼굴도 다 안나옴ㅋㅋ,0
신경 써주시는게 좋을듯합니다,0
여기가 댓글 맛집이란 소문을 들어서요.,1
군대 가 이 새끼야 공부 못하면 지방대 rotc하고 의무 복무 채우고 취업하는게 맞다ㅋㅋㅋㅋ,1
카아아아아악 퉤에에!!!!!!!,1
뭔 쿠키굽기에 짧네,0
나화진도 빡돌만함,1
웹툰도 감당 안되고;,1
다음날 출근해야 하는데 새벽 3~4시에 자게 되네...,1
갑분싸되버리누,1
이젠 댓글만 보고 뒤로 감,1
에반켈 야마 등 폭주할땐 개쩐다던 사람들이 전투끝나니까 싸울랑말랑한다고 아쉬운소리쳐하네ㅋㅋ드래곤볼마냥 적 만나는순간 죽일때까지 싸워야 속이 시원하냐?,1
여기 댓글다 ㅈㄴ기네,1
크흑...,1
그냥 팬타미넘이 탑 개작살 내고 다니는게 더 재밌을듯,1
그림체또한 그냥 난해하길 원하는 그림체같고 대체 왜 눈썹은 검은색이 아니라 뿌옇게 칠하는건지 이해를 못하겠음.,0
10가주가 뭔 이러냐,0
근데 야마가 아무리 1세대 슬레이어에도 비견될만한 힘을 갖고있다고 해도 야마가 이기는게 더 밸붕 아닐까요,0
첫회부터 지금까지 보는데 먼가 아스날 수비마냥 근본없는 전개에 좀 당황스럽네,0
끓이면서 떠오르는 불순물은 겉어내주시면 됩니다.,0
그냥 빨리 완결짓고 끝내라..,0
분량이 너무 없는지 잼난는뎅..,0
이게 하이퍼리얼리즘인지 판타지인지 모르겠다,1
누군진 몰라도 애들이 겁이 없네,1
사람들도 친구나 연인에 따라 성향 바뀌기도 하고 성격도 바뀌는데 그걸 캐붕이라 볼 수 있나?,1
이미 만독지체아닌가??,0
저게 사람은 맞냐....,1
살다살다 이딴 저질 대사는 첨본다.,1
그런대 주인공은 군대가면 어떻게되려나.,1
놀라기는 ㅉㅉ,1
재미있게 봤어요,1
너무 현실성이 없는 설정들이다.,0
소름돋게 멋지네......,1
개노잼,1
진짜 광고 쳐나오는거 개열받네,0
"공짜로는 보겠지만, 무슨 순정만화 보는듯ㅡㅡ",0
아 우렉 존나 짜쳐,1
무작정 감싸지 마시고 깊게 생각해보시면 답이 없어요..,0
오늘은 전보다 알아보기 쉽지 않았나 억까가 심하네,1
정주행 중인데 진짜 개재밌다,1
솔찍히 딜안나오는도적은 쓸데없음,0
이제 그만 연재 종료가 나을것 같습니다..,0
여태 클릭조차 안하고 있었는데 평점이 2점대길래 1점 누르고 갑니다~,1
이렇게 늘어지면 나중에 몰아볼때는 더 좋긴하거덩?,1
선천적 독(dog)인지체 청명,1
아닠ㅋㅋㅋㅋㅋㅋ이거 뭔데,1
아오 자왕난을 왜 공기로 만드냐고 작가야2기 애니보고 나니까 자왕난 공기화가 더 이해가 안돼는걸????,0
작가님 혹은 분신님 설정 제대로 안보고 그릴껍니까?,0
작가의 학력 수준이 아무리 잘 쳐줘도 전문대 이하인 건 잘 알겠네..,1
난 솔직히 걍 쌈마이한맛으로 재밌게 보는데,1
남주의 무책임과 멍청한 설정이 짜증난다,0
질질끄는건 노블레스엿고 화산은 잼잇기만하구만 일년 묵혀두고 보던가,0
300원이라고 보면 비싼 감이 느껴지긴하는데 그냥 보는데 돈내는 다른 웹툰 플랫폼에 비해서는 엄청 나은데?,0
바로 하차한다,1
나는 본다,1
볼만한댕....ㅎㅎ,1
머리색도 좀 밝아진것 같고ㅋㅋ,1
구글에 검색해도 뭐가 없는데?,0
"욕을 그렇게 먹어도 그리고 싶은 그림만 찔끔찔끔 그리면서 ""대작은 나중에 인정받는다"" 이딴 망상하지말고",0
진짜 드럽게 재미없네,1
ㅋㅋ 한나 둘 복붙 ㅈㄴ웃기네,1
이제 뭔말인지도 모르겠다..,0
"대사 하나하나 다 넣어서, 안그래도 소설도 긴데 웹툰은 50년은 걸리겠다.",0
우와와!!!,1
ㅎㅎㅎ1,1
나,1
분량이 너무..,0
이거 진짜에요?,1
ㅋㅋㅋㅋ아니 양심없게 새로운 연재 시작하는 작가나 그걸또 올려주는 네이버나ㅋㅋㅋㅋ 진짜 👍,0
덴마때문에 이 작가꺼는 못보겠다,0
차주영선에서 컷일텐데 어떻게 살아있지,1
별점 1점이 최하야?,1
진심?,1
그리고 밤이랑 다니면 변화하는거 쿤이랑 라크부터가 시작인데 어쩌라는건지....,1
도라에몽 오마주 인가요?,1
그 작가가 맞다면 가물치전이나 초창기엔 좋았는데 점점아쉬움 시대를 못벗어난거 같고 작화는 언제나 괜찬아서 스토리작가 따로 쓰면 좀더 좋을거같은데,0
휴재땜에 7주전에본거 또 보러왔네 휴 ㅋㅋ,1
이ㅈㄹ만 해싸네,1
그거 말고도 그냥 캐릭터의 성격들이 점점 비슷해지는게 보임)밸붕 - 팩트(야마 군단급 세력이라면서 고양이한테 근접전마저 털림,0
이 내용가지고 어떻게 이렇게 밑에 있다니ㅋㅋ그림체 바뀌고 이게 올라온건데,1
그러고보니 왕난이는 잘지내고있나,1
아니 아디오스를아디 오스라 쓴다고?,0
충들이 지들 세상인줄 아는거 진짜 ㅋㅋㅋ니들은 그짝놈들이랑 다를 바 없어 미물들아,1
교화도 안 되는 인간 이하의 것들은 살처분했음 좋겠네,1
학교에서 웹툰을 보는데 되게 쫄립니다...,1
재밌는데..,1
주인공이 말안하는 컨셉이라 그런가 앞으로 전개가 '~~말하면 해줄게' 전개가 눈에 보이네 ㅋㅋㅋ,0
진짜 독자 괴롭히는 것도 가지가지네,1
이쯤되면 바통이어받은 작가도 불쌍한디,1
테러범과 협상은 없다.,1
1점드립니다 ㅋㅋㅋㅋㅋㅋㅋ,1
빠가 까가되면 이렇게나 무섭구나...,1
역시 계획이 다 있었군.,1
갈수록 너무 유치해지네,0
왠지 죽어서도 죽지못하고 한나라의 전통악기가되버린 청년의 한 대사같은데...,1
하?!,1
퀄리티나 내용연결 않좋은게 딱 중국꺼 같은데 아니라니...,0
"""역량 부족""",0
그림 잘모르는 사람인데도 보기 싫을정도로 그림체가 이상한거 같음 ㅠ,0
그러니까 이 모든 일의 원흉이 엔키두 이새끼라는거지?,1
왜 배에 싱처있다가 없어지냐,0
너 ...,1
당가도 해약없어서 중독된다는데 장로는 중독이 안된다?,1
굳이 진영을 나눈다고치면 퍼그는 착한 진영이라고 멍청아 ㅋㅋ,1
오늘 2일이니까 지존이 발표해볼까?,1
구세라는 직접 공격한거보니 교권국중에 제일 약해보였다는거니까 실제로도 그렇고,1
안볼란다,1
이걸 또 쿠키 3개 걸게 허용해줬다고?,1
김성모 작가님 1점원정대는 장난반 재미반 이였는데 여기는 진짜 원작 팬들이 빡쳐서 준다는거임 ㅋㅋ,1
",",1
작화는 훌륭하더,1
나 : 나는 오늘 화 : 화요일인 줄 알았는데 진 : 진짜로 월요일인거냐?,1
이 웹툰은 쿠키 쓰는게 아님,1
저번주에 휴재한거 해명해라,0
진짜 이 작가님도 대단하다 연재한지 이제 거의 14이 되는데 꾸준이 하시는거 보면 진짜...,1
더군다나 밤 주변 인물들이 죽지도 않음,0
"매화마다 폭발하는 전투씬에 150컷 넘는건 기본, 이걸 몇년째 연재하셨다는 것에 그저 놀랍습니다.",1
컨트롤키 누르시고 마우스 스크롤키를 내려보세요.,1
에미야 분량이 짜다,0
대사 수준부터 쓰레기같고 한컷한컷 이어지지도 않고 연출은 어디 90년대 만화보는것 같고 그림체 유지도 하나도 안되고 1화부터 작붕컷 ㅈㄴ많은데 어딜 이딴 쓰레기 같은 작품을 네웹 상위권에 비벼ㅋㅋ 다른것까지 갈필요없고 전독시 1화보고와라 하늘과 땅차이다 ㅋㅋ,0
작가님,1
진지하게 이게 네웹 상위권에 있는 작품이랑 똑같다고하는건 만화 1도모르는 억까충임ㅋㅋ,1
같은 사람인줄 몰랐다,1
스토리 진짜 덜 떨어졌네..,0
스토리는 그렇다 쳐도 그림체가..,0
아 1점 안줬네 하고 들어왔더니 벌써 줬었네 할 일은 해야지 암,1
이런 세상이 오질 않길.. ㅜㅜ,1
지금 시우 대신 누가 스토리 쓰고있노ㅉㅉ,1
걍 게이웹툰이나 그리시길,0
독자입장에서 채색된거말고 차이가 없게 느껴지더라도 작가님 입장에서 훨씬 많은 노력이 들어갈수도있는거고..,1
액션만화인데 전투가 엉성하고 뭔 죄다 멍청이들인가 기본적인 것을 말해도 오오오 이러고 있어서 전혀 이입을 못하겠음.,0
노무현 대통령도 히든클래스인 중력자였습나다,1
작가가 현실을 전혀 모르네,0
어지러워서 못보겠네됐다 그냥,0
글고 사기쿤은 비숍이 어울릴거 같은데 ㅋㅋㅋㅋ,0
고양이 얼굴이 ㅋㅋ,1
피해망상 오지네,1
천마 ㄹㅇ 가슴라인 개이쁘다,1
"미국 블리자드 현직도 오시고 카이스트,디지스트,서성한중경외시 깡그리 모이는 곳인데..ㅠㅠㅠㅠㅠ",1
도적은 크리랑 연타빨로 부족한 딜량 메꿀수있어야지 ㅋㅋㅋ 그리고 던전공략인데 발빠른사람 버리면 그게 깨지는게 신기함,0
안봐.. ㅅ,1
뭔가 네이버 웹툰 올려치기 존나 많은데 여기도 양산형 존나 많지 않았나?,0
캐릭터 디자인만으로 까내려질 작품은 아닌듯합니다.,1
조규철 vs 나화진 ㄷㄷㄷ,1
워째 그림만 그리냐,0
전투씬은 페이크고 떡밥회수 다하고있었노,1
일본어?,1
작품을 팩트만 가지고 연출 해야하나?,0
약해..,0
이게 인기가 있고없고 차이가 스킬이 단촐한지안한지 같다,0
"둘은 같지만 다른 하나의 존재일수도있고, 라헬은 애초에 밤이아니라 자기일거라는 어떤 무언의 확신을 갖고있었던거 같기도하고..",1
왜 축소를 안하는거임?,0
좀 짧다..,0
네이버가 또 선을 넘네...,1
더 숙이도록..,0
그냥 볼만헌디 빠가 까를 만든다,1
이십사수매화검법 잃어버린거 아직 복구도 못했는데애들 앞에서 막 써대네,0
좀 범죄자 뒤지면서 발작하는거 영상찍어서 수면제로 쓰고 싶음,1
기안이 욕맥이지 말고 그만 연재해라,0
GY 2인자로 인해 죽은게 맞는듯하네요.,1
로망이 느껴지는군...ㅋㅋㅋㅋ,1
그래도 너무 화려하다,0
인삐 존.,1
유치하고 재미도없고 뭔내용임?,0
아니면 상처가나면 혼원단(아니면치료제) 를 먹는다.,1
근데 눈은 왜 자꾸 애꾸눈 만드는 건가요?,0
무슨전개냐,0
너무 밋밋한데..,0
쟤는 오토바이걸고 넌 뭐 거는데? ㅋㅋㅋㅋㅋ,1
아 그림체 무슨 포켓몬스터냐,0
전체이용가인데도 죽은 주인공 와이프보면서 외설스런 행위 하는거 같은 뉘앙스가 나오는데 19였으면 으윽..,0
넌 진짜 일벌백계를 위해서라도 망해야한다.,1
심지어 그 동안 함께 사선 넘나들었을 파티원들이 동료애 없는 사이코 집단도 아니고 어떠한 감정교류 하나 없이 갑자기 쓸모 없다고 한마디 툭 던지고 퇴출시키는 것도 뭔 설정이냐.,0
아름이 눈동자가 빨간게 미나이퀄에 미나 아녀?ㅎㅎ,1
시정 잡배같은놈 하나에 몇화를 처먹누,1
와 고퀄 전투씬 탑에 꼽을정도입니다.,1
자극적인 걸 원한다는 거지 마스체니마냥 시뻘건 거에 환장한다는 거지,1
쌍둥이는 참 그속이 궁금해요 형제자매이긴 하지만 그이상의 무엇이 꼭 존재할걸 같은데 서로에게 둘도없는 존재지만 그래서 더 힘든 존재?!,1
"고춧가루4스푼, 고추장3스푼, 간장11스푼, 올리고당6스푼, 설탕3스푼, 다진마늘1스푼 4 한번 더 끓어오르면 양파를 넣어주고 졸아질때까지 팔팔 끓여주면 끝 !",1
재미있고 그림체도 괜찮습니다 작가님 힘내세요,1
지금까지 여러웹툰 퀄 높은건만봐서 그런지..,1
이건 불친절을 떠나서 작품의 화법에 문제가 있다는거.,0
우렉을 왜등장시키노..,0
귀족영애인 나는 폭군을 유혹했는데 알고보니 흑막이라서 남편을죽이고 악녀가되었는데 ←이거 진짜로 존재하는웹툰?,1
왜 자꾸 진도를 빼라는 건가요?,0
ㅈ노잼,1
입시커뮤니티 하루만 둘러봐도 나오는것들을 ㅇㅈㄹ로쓰네,0
댓글보러 들어온 덴붕이면 개추,1
이걸 별점테러하는 분들는 지옥가시길,1
얼마나 더 똥으로 가는지 지켜보고싶어서 보고있읍니다.,1
응?,1
뭔 걸스캔두잇 같은 거임?,1
왜 익숙한 짜장맛이 나지???,1
다들 욕은 했겠지만 그래도 에휴 마무리는 됐네 하면서 넘어갔을거임...,1
아니 근데 진짜 이제까지 본거 못본척 할테니까 이름좀 바꿔주시면 안될까여,0
휴재할려고 미보를푸는게 아니잖아요,0
원작을 안본 내가 느끼기에도 분량이 짜구나~~,0
1점도 아까움 ㄹㅇ 그래도 계속 보고있다,0
게다가 약장붙힐때는 군복이였다가 잘하겠습니다,1
그냥 만화 좀 봐 싫은 소리 하지 말고,1
사람이 이렇게 많은 곳에서 금기를 깨고 계엄령을 터트려?,1
개취를 어떻게 다맞춰 안맞으면 그냥 하차하지,1
차라리 1부도 나은데 1부보다도 못해..,0
빠르게 훑어읽거나 오래되면 기억 안나고 놓치기 쉬워서 이해 안되는 전개라 느껴질 수 있고요.,0
와 보소,1
미리보기는 도대체 왜 안품?,0
잘 모르겠는데 ...,1
이상태면 언제 끝나려나,1
곧 고인이 될거같은데?,1
이걸 연재 내주는게 더 큰 문제 아니냐??,0
바로 꼬리자르는 거 보소?,1
"5년 했는데 시청자들에게 ""이제 뭐할까요"" 라고 말하는 6명짜리면...",0
보면서 졸았네...,0
나혼자만 레벨업 짜가리들 그리고 쪽바리들,1
그 갬성이네.,1
똥싸고있네,1
크아아악,1
댓글이 레전드라길레 댓글 보러왔슈,1
재밌는데 별점 왜 이럼..?,0
블로섬 불꽃 없으면 또라이메라이가 더 쎄보임,0
독자 좀 쳐내더라도 나중에 봤을 때 명작으로 남았으면 좋겠음,0
ㅇ,1
김지존 김오존 김피존 김아존 지오피아,1
덴마부터 제대로 완결 내!!!,0
잼 있작아 두잔해,1
작가가 전하려는 메세지 교훈에 초점을 둬야지,0
"Get your crayon (eh), get your crayon머리, 어깨, 무릎, 발, swag (check), swag (check) 머리, 어깨, 무릎, 발, swag (check), swag (check) 아직도 꿀리지 않아, yes, I'm a pretty boy 난 날아다녀, so fly, 날라리, boy 월화수목금토일 난 바빠, 오빠 나빠, bad boy I'm a G to the D, gold 'n diamonds, boy 누가 아니래 (-니래),",1
뇌절,1
양영순 작가가 맺음이 약한 인간이라고 해도 그러려니 받아들여.,1
사이다라도 느끼겟는데 ㅋㅋ,1
2빠,1
휴재하는것도 아니고 꾸준히 잘 그려서 올리구만 불만은 존나 많아요ㅋㅋ,1
"엔키두 : ""카무사리""",1
지존 ㅅㅂㅋㅋㅋㅋㅋ,1
소설을 봤던 사람들은 정말이지 안본사람들을 배려하지 않는군...,0
마법병기 비싸서 못 쓸 것 같으면 돌맹이라도 쏘라고~,1
아니 저지랄하면 관리자 안나옴?,0
이만 하차합니다...,1
그림체 귀엽고 내용도 따뜻해서 보는데..,1
나만 이해못하는ㄴ데 누가 베뎃으로 설명좀,1
이번화는 나도 좀....,1
천마 한자 왜 제대로 씀?,0
따라오면 하나씩 죽인다....,1
ㅋㅋㅋㅋㅋㅋ 아 무료로 보라고,1
작가님!,1
이번 작품은 또 얼마나 얼탱이 없는 흐름으로 갈지 궁금하네 납치해서 공원에 묶어놓은거 아직도 생각남,1
이건,1
네이버 여론 조작하냐?,0
인생은 속도가 아닌 방향이 맞습니다.,1
웹툰이라지만 진짜 좀 불쾌하네,0
근대 왜 이름이 일본이름임??,0
완전 1화부터 계속 숨도 안쉬고 보고있었음,1
아니 냉정히 봐도 내용이 매끄럽지도 않고 뭔내용인지 모르겠다 싫어서 1점 주는게아니라 진짜 디럽게 재미가없는데...,0
주인공 하는거 보면 7년동안 놀기만 한듯,0
너 무 재 밌 어 요,1
많은걸 보여주지 못하는건 글이 아니라 그림이라서 그런것도 있다고 생각함.,0
그냥 회춘이나 그려줘요 아저씨,0
양아치도 아니고,1
너무 억지전개에 결과만 정해놓고 짜맞추는듯한 스토리라 이젠 보기힘드네요.,0
진심 한번 생각좀 해봤으면 좋겠다.,0
이딴게 탑 10???,1
흐름이 깨지는데,0
근데 왜등급에 초점을둠?,0
솔직히 작가님 10가주 어떻게 생긴지 작가님도 안그려보셨죠?ㅋㅋㅋ,1
압도적인 힘으로 찍어누르는 것을 기대하는 사람들은 맥빠질 수 밖에 없음.,0
블라섬이 누구였지ㅠㅠ,1
"천재작가, 그림도 잘 그리고 철학적인 고찰도 조낸 하긴함.",1
시우야 다 쓸어버리고 1기 성경베이스로 다시 대사랑 인물구성 짜라 돈 벌면 뭐하니 짜치는 커리언데,0
저번작도 용두니미로 끝나서 쿠키생각은없고 그냥 보기나해야겠다,0
이런 양산형 미디어는 네이버에서 관리감독 안하는게 신기하내.,0
난 일타강사랑 66666환생도 의심스럽다 예전부터 자꾸 이 그림작가 올려치기하던데,1
젠장 난 비정상이었군 이번화 신의탑 치곤 괜찮았다고 봤는데....,1
진짜 ㄷㄷㄷ 이건 역시 그림으로 봐야하네 ㄷㄷ,1
웹툰작가 지망생 작품인가,1
대공감.ㅋㅋㅋㅋ,1
문제는 그림실력이 아니라 스토리에 그림체가 어울리냐임,0
😢,1
이제 앤키두한테도 호각이구나..,1
끄아아아악!,1
작가가 인서울 입시 이런거에 대한 환상이 좀 심하신듯 차라리 공시면 또 모를까,0
잠시만요~마지막 뭐예요?,1
이름 지존 왜케 몰입이 안되냐,0
댓글 게이들 지들 욕할건 다 ㅊ하면서 아직까지 ㅊ보고있네,1
전투씬이 걍 쓰레기임,0
가주급이 붙으면 층 붕괴 감안해서 관리자가 개입해야되는거 아님?,0
믓시엘,1
일단 쿠키는 완전 보류.,0
책임감 없는 작가는 사장된다는걸 다른 작가들도 느껴야 건강하게 한국문학계가 돌아가지,0
이정도 컷이면 미리보기연재가 아니라 기다무 해야할거같은데...,0
어....?!,1
다른데 가려다가 전개속도 욕 너무먹어서 바로 되돌린건가,0
영감 제대로 열이 받으셨는가보오,1
나때는 말야화났던 이유는 사건 진상의 피해자인 애인이 있었지,1
역겨워서 댓글도 없네..,1
"호아퀸이나 카라카가 우호적이게 된 이유도 결국은 이번 에피소드들어서면서인데 신의탑 특성상 에피소드가 너무 깊고 오래 끌어서 독자들이 보기에 캐붕처럼 느껴지는듯 물론 카라카 화이트가 지금부터 밤 편이 될 가능성이 크긴 한데 애초에 이야기가 밤vs카라카, 밤vs화이트가 아님",0
나이든 주인공 그림체 너무 드러워..,0
이번 신작도 잘 볼게요,1
세라랑 카톡하는거백준수인가,1
그림체는 단순하지만 몰입감은 ㄹㅇ 미친작품!,1
친구의 정의 알리는 교훈웹툰임?,1
진,1
망해라 노잼이다,1
이게 다냐?,1
컷은 많은데 스토리는 너무짧다...,0
이거 장르 병맛임,1
누누누누구세요..?,1
비판과 비난도 적당히 해야지 과하면 폭력임...,1
작가가 의도적으로 라헬을 나쁜년으로 몰아가서 의심조차 할수없게 만든거라면 잘끌고온 스토리가 맞을듯.,1
490개 도대체 수치가 이따구인데 이게 왜 인기순 3위인거임?,0
그리고 에반켈은 60위나 되면서 이런 찌끄레기들 앞에서 우물쭈물 아무것도 안하고 있고 그런 에반켈과 실력이 비슷한 켈헬람도 아무것도 안하고 있고 또 밤은 대체 그 오랜 시간동안 에반켈 제자로 배운 게 없는지 2부에서 3부 그 기간동안 밤의 성장이 나오지 않고 있단 것과 마스체니가 전력을 다해도 절대 이기지 못한 어린 자하드를 이긴 밤인데 왜 더 약해진 거 같은지...,0
진짜 독자수준 졸라 낮긴하네ㅋㅋㅋ,1
무슨사연인지 주인공정체가뭔지 궁금증을 불러일으키기에 충분했는데,1
아니 체급이 저리차이나는데 말이되나,1
미쳤다,1
하고싶은건많은데 정리가안되니 인물관계도 모르겠고뉴페이스는 끝없이 나오고 그에따른 에피소드가 너무 방대하다보니 작가도 감당안되은모양이다..,0
독자 피드백 없이 맘대로 할 려면 그냥 때려치워라초심을 잃은 듯 이 작가 ㅉㅉ 집에서 가족들이랑 돌려봐라 적당히 끌어라,0
"무슨 대가문 끼리의 싸움이 아니라 옛날 중세의 인구수가 지금과는 지극히 적은 나라에서 또 인구수가 적은 도시대 도시의 전쟁이라고요 그리고 여러분들도 아시다시피 이 작가님께선 무림,액션에 적합한 쪽으로 웹툰공부를 하신건 아닌 것 같아요",0
이런거 나와야지 ㅋㅋㅋㅋ 앞으로 어떻게 이거 풀어 나갈 생각 인거지?,1
역량이 부족해보인다.,0
작가 휘두르려고 하지말고 제발 네이버도 그런 댓글들은 좀 치워버려라 재밌게 보고 댓글때문에 기분 나빠짐.,0
와 청야전술! +,1
감은 눈이라서 피부로만 심각성을 느낀거야?ㅜ,1
대체 신의탑으로 얼마나 돈벌이 해먹을려고 뜸들이냐 ㅋㅋ,1
주인공 이름 듣고 걍 포기,0
양파즙이나 먹고 가라;,1
이걸 어떻게 네이버에서 검토하고 통과해서 정식연재하고 있는지 신기할 정도의 낮은 퀄리티와 부실한 짜임새,0
만화계의 백종원 창렬,1
여기서부터민심이바닥낫노..,1
실력으로 갑시다.,1
다급 보고 어이가없었음..,1
옆동네 귀마특 용두용미로 완결난거 보고있다가 네이버 와보니 한숨 나오는 신의탑..ㅋㅋㅋ,1
재밌네요,1
다음주에 만납시다.,1
어릴때부터 느꼈지만 네웹 댓글 텃세 장난 아니다,0
받아들여지기도 쉽지 않을 거고...,1
달건이임?,1
"덴마 때의 실망이 커서, 늘 내용확인 없이 별점(1점)만 남깁니다.",0
잘 부탁드립니다!,1
헤으응 천마눈나,1
이때 당면도 따듯한 물에 따로 담궈서 불려 준비해주시면 됩니다.,0
이스터에그 뭔지 알려주세요,1
형이 왜이렇게 됬는지(인기가 많아졌는지)알아?,1
그림체는 ㅈㄴ 명언가득하고 심오하며 감동적인장면이있거나 서사적이다던가 등등 그럴것같이 그려놓고 내용은 ㅈㄴ 텅비엇노;;;,0
아 눈아퍼 쓰풔,1
똥싸다가 이렇게 끊으면 하루종일 찝찝하다 작가님,1
댓글 분위기가 이런데 다음 화는 분량이 얼마나 될까 싶어 봤는데 똑같이 10컷도 되지 않는 컷 수ㅋㅋ..,0
어째서...,1
이름부터 모든 대사가 오글거려서 첫화 보자마자 포기임,0
음 몇화뒤에 가문 하나 터지겠군,1
죠습니다.,1
유도리 나이; 유도리 없음후자케루나 ; 웃기지마,1
싸이코패스나 소시오패스인가?,1
작가라는 인간이 자신을 지지해준 독자들은 둘째치고 자기 자식같은 작품을 그따위로 버려놓고..,0
내용이 산으러 가는거 같으면서도 애매하다....,0
우흥,1
대한민국 시우 지금까지 뭐햇노 이기야!,1
내용도 너무 없어요ㅠㅠㅠ,0
자왕난 숨층 스토리부터 풀어라 작가야,0
아니ㅋ 솔직히 너무짧은거 아님,0
"본 시어머니는 귀여우신데, 방구석 시어머니들이 아주 난리들이네 ㅋㅋㅋㅋ",1
진짜 존ㄴ 재미없다 하차함,0
안면인식 장애가 아니라 진짜 캐릭터들 전부 여고생들이 낙서할때 그저 예쁘게만 그리려고 비슷비슷하게 스케치하는 딱 그 느낌이예요,0
미리보기 타이밍이 1주씩 밀렸네왜 휴재인건가요,0
욕이라도 덜 먹지,1
