content,feedback_label
"이건 원고료 + 독자들의 쿠키로 창출되는 수익을 직접 받는건데; 수많은 신인 작가들이 플랫폼에 등단하기 위해 얼마나 노력하는데 이건 솔직히 인플루언서이기에 그만한 성의도, 노고도 들이지 않는다고 밖에 생각이되네요.",0
독자들이게도 짓밟고 올라간 신인작가들에게도 기만이죠.,0
댓글 분위기가 이런데 다음 화는 분량이 얼마나 될까 싶어 봤는데 똑같이 10컷도 되지 않는 컷 수ㅋㅋ..,0
웹툰계를 응원하는 사람으로서 너무나 실망스럽네요.,1
하차합니다.,1
작품 올리기 전에 적어도 작가님으로 인해 등단의 기회를 받지 못한 신인작가들에 대한 책임에 대해 생각해보시고 연재하셨으면 합니다.,0
너무 짧네요.,0
난 이정도 괜찮은데..?,1
인스타툰느낌 좋음..,1
물론 더 많은 분량으로 준비하는 분들도 계시지만 네이버는 화제성있는 사람으로 고르는게 이득이잖아..,1
물론 마님께서 상황에 대한 설명 추가해주시는건 바라고있긴하지만 지금 웹툰들이 과할정도로 분량이 많은거긴 함..,0
예전 게시물과 연재하는 게시물은 차이가있어서 안내린거 아님.??,1
주2회면 1주 10~12컷정도면 난 무난하다고 생각해..,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
"로희여사가 누군가요,,,,",1
"죄송한데,.",1
컷수가 너무 짧네요,0
하루 세컷도 있었는데 뭐ㅋㅋㅋㅋ 그것도 재밌음,1
아 체리네가족 얘기였구나,1
유튜브잘보구있ㅇㅓ요,1
그림이 아기자기 너무 귀엽습니다,1
로희여사 너무 사랑스러우셔요,1
내용을 늘려서 왜 한국가는지 등장인물이 누구인지 설명을 해야하는데 갑자기 뜬금없이 한국간다고 하고 4컷만에 끝내니 내용이 붕 떠버림...,0
처음 접하는 독자한테 너무 불친절해요,0
그런 시어머니가 귀여운 마님이 더 귀여워요,1
저 정도 분량이면 차라리 7일 연재해야 하지 않나?,0
이렇게 가볍게 보는 웹툰도 좋은 것 같아요,1
짧으면서 상상을 자극하게 만드는 짧은 웹툰!,1
오ㅋㅋㅋㅋ 브래드는 실제에서도 만화에서도 똑같군요!,1
ㅎㅎㅎㅎ,1
대공감.ㅋㅋㅋㅋ,1
아니 네이버가 바보냐고; 최종컨택은 네이버가 할텐데 왜 댓글로 아주 여어어엄병을 ㅋㅋㅋㅋㅋ,1
헐 이건 진짜 좀 아니다,1
음....,1
유명해서 그냥....,1
웹툰작가로 날로 먹는다는 느낌.....?,1
이게 뭐지???,1
네이버는 웹툰작가 뽑는 기준이 뭐죠?,1
유명세인가?,1
이 웹툰 이해하려면 인스타랑 유튜브로 공부하고 와야함 ㅋㅋㅋㅋㅋㅋ,0
또 마녀사냥 시작이네..,1
무섭다,1
정말....,1
담당자랑 작가님이랑 충분히 연재조건이랑 연재료 분량 등등 협의하고 시작한 것일텐데 ...,1
?,1
???,1
컷수 뭔데,1
그림체가 옛날 반지의 일기 보는 것 같다,1
국뽕구걸 ㅋㅋ,1
눈에 별🌟 박았오,1
^^ 로희여사님과 브래드할아버지 보고 넘 반가웠네요.,1
"유튜브는 서사가 긴데, 간략하게 전해지는 정서가 있어서 저는 좋은데요?",1
인스타는 길었던거 같은데 왜 네이버웹툰에선 5컷이죠ㅠㅠㅠㅠㅠ,0
너무 야박한거 같아요,1
내용도 너무 없어요ㅠㅠㅠ,0
인스타처럼 올려주세요ㅠㅠㅠ,0
작가분 처음보는데 이번화는 진짜 너무짧고 모가몬지..?,0
몬가 새로전학온반에서 나빼고 아는친구들끼리 즐거운느낌?,1
분량좀더 길거나 아님 아예 넷컷만화로 압축하시던지 몬가 애매해요ㅜ,0
네이버 웹툰과 이렇게 하겠다고 협의하고 계약하신걸텐데 작가님 탓만 하는건 좀 아닌거 같아요...,1
네웹에서 댓글반응 좀 보시고 작가님과 함께 해결해주세요...,0
로희여사님 똑같으네요~~~~♡,1
확신의 J시군요,1
처음 한번 미리보기가 몇컷인지 모를땐 네이버 잘못 맞음.,0
그 다음부터는 독자 잘못,1
맨날 유튭만 보다가 이렇게 웹툰으로 보니까 넘 새롭고 마님 그림체도 몽글몽글 귀여워요,1
❤️앞으로도 따뜻하고 재미난 이야기 많이많이 들려주세용~~!,1
분량 맘에 안들면 안보면 되지 말이 많네,1
작가님들이 얼마나 고생 많이 하시는데 ...,1
너무 적긴한데....,0
웹툰이랑 인스타툰은 달라요....,1
볼려면 보고 안볼려면 안보면 되지....,1
이게 무슨 내용임...,1
제목보고 펭러메같은 웹툰인줄알았는데ㅠ,1
다들 돈내고 보는것도 아닌데 왜이렇게 감놔라 배놔라여맘에 안들면 안보면 되지 뭐가 문제여?,1
올리버샘 유튜브도 보고 인스타툰도 보고 있는 사람이라 이 웹툰으로 처음 마님네 가족을 알게 되는 사람들보단 진입장벽이 낮지만 몇몇 분들처럼 이번에 처음 마님네 가족을 알게 되는 분들을에겐 다소 당황스러울거 같긴 해요ㅠ,0
아진짜귀엽다ㅋㅋㅋㅠㅠㅠ,1
그냥 봐.,1
작가 휘두르려고 하지말고 제발 네이버도 그런 댓글들은 좀 치워버려라 재밌게 보고 댓글때문에 기분 나빠짐.,0
저는 분량 상관없이 그냥 좋았어요.,1
"개인적으로 인스타툰을 보고 팬이 되어 네이버에서도 응원하면서 보는데, 만약 인스타툰에서 뭔가 달라지는게 상상도 안되고 싫기도 해요.",1
독자입장에서 채색된거말고 차이가 없게 느껴지더라도 작가님 입장에서 훨씬 많은 노력이 들어갈수도있는거고..,1
5컷이든 15컷이든 저는 상관없이 좋아요.,1
제 개인적인 의견이에요.,1
쿠키값이 부담되고 상대적으로 너무한다고하는 분들의 의견이나 입장도 왜그러시는지 잘 이해합니다.,1
근데 그러면 5컷만화에는 쿠키를 안구우시는게 나을듯 해요.,0
모든 웹툰이 같은 분량이 되어야하고 그래야하는것은 아닌것같아요.,0
네이버에서도 오케이한부분인것같구요.,1
"긴분량웹툰은 긴분량대로 좋고 짧은 분량웹툰은 짧은분량대로, 스토리와 그림이 개인취향이고 공감이 간다면 그것만으로 좋다고생각합니다.",1
작가에게 분량은 강요할 수 없는 부분이라고 생각해요.,1
그게 독자입장에서 안 맞다면 그냥 이 웹툰은 내 스타일아니구나 생각하면 되는 부분인 것 같아요.,1
저도 구독자에 마님툰 보고있었지만 정식연재를하시면 1화는 그렇다쳐도 2화부터는 캐릭터소개라던가 있어야되는데 그런것도없고 1쿠키에 5컷이면 너무...,0
쫌다른분들도 20컷정도는 해주십니다,0
제가 알못이긴 하지만 그림체 진짜 공 들이신게 느껴지네요,1
브래드 할아버지라고 설명하지 않았는데 구독자들이 다 말해주네,1
🤦‍♀️,1
일단 아직 체리가 어린이집 입소를 내년 가을까지 할 수 없는 상황이라 웹툰에 완전히 몰두하기는 힘드신 상황이라 들었습니다.,1
(시부모님이 계셔도 멀리 계셔서 자주 체리 봐주실수 없구요),1
저도 육아맘 입장이라 일과 육아를 병행하는게 얼마나 힘든지 압니다.,1
그래서 컷수에 큰 불만은 없어요.,1
네이버에서도 아마 마님과 협의를 했었을거라 생각해요.,1
왕자공주 입양 전부터 보던 구독자인데도 너무 당황스러운 분량....,0
굳이 네이버에서 연재를 했어야하나 싶어요,0
난 분량에 불만없음 가벼워서 오히려 좋아,1
이거 대체 누가 계획한거야?,1
웹툰부서 책임자 해고 사유 아닌가,0
이정도면,1
마님!,1
"이 웹툰 구독자를 유튜브 올리버쌤 구독자라고 생각하지 마시고, 마님과 올리버쌤에 대해 아예 모르는 새로 만나는 네이버웹툰 구독자라고 가정하고 그리셔야 할 것 같아요.",0
"마님 입장에서는 이미 다들 아는 내용 또 그릴 필요 있나 싶겠지만, 두 플랫폼은 서로 다르고 🥲 이거는 유튜브 구독자 팬서비스용 툰이 아니니까요!!",0
"두분 항상 긍정적으로 피드백 반영하시고 노력하시는 거 다 아니까, 웹툰도 앞으로 좋은 방향으로 발전해나가기를 기대해봅니다!",1
이건 뭐 모르는 사람들은 충분히 불만이 나오는 퀄리티와 분량은 맞다고 봄.,0
정식연재를 제의한 네이버도 문제고 제의 했다고 받은 작가분도 문제라고 봄.,0
유튜브 구독자 아니면 내용도 맥락도 전혀 알 수 없고 진짜 뭔가 싶은 애들 그림 일기 수준은 맞음.,0
로희여사님 웰컴투 코리아 입니당,1
❤️,1
날먹,1
유튜브 구독자 아니고 웹툰 신규 떳길래 본 사람인데 시작부터 로희 여사 어쩌고 하길래 누구지 하는데 배댓들은 이미 아는 사람인냥 반기고 ...,1
이게 무슨 웹툰인지 ㅜ,1
네이버가 화제성 되는것만 생각하고 돈독이 올랐구나 싶네요,0
음...,1
전 그림그리는 입장 인데 다양한 웹툰이 있는게 맞다라고 생각하고..,1
다른웹툰이랑 비교를 해야하나 ?,1
싶네요...,1
각자 작가마다 스타일이 있는건데 다른사람이랑 비교하면 끝도없어서..,1
그리고 제가 유튭을 보는 입장이라서 그런지 크기 신경쓰이지는 않지만 유튭을 안보면 내용이 이해가 안간다,0
글도 공감이 가긴하네요..,1
그렇다고 해서 댓글들이 이렇게 뭐라고 할줄은 몰랐네요..,1
그리고 사실 이 내용과 똑같은 내용을 인스타툰에서 봤어요…,1
갠적으로 마님툰 팔로워였기 때문에 재탕 같아서 더 아쉬워요.,0
그림체는 그냥 일본 고유 일러체고스토리도 양산형인거같음,0
"왜 도움 안되는 거 느꼈으면서 미리미리 케어 안해주고, S급이라고 불릴만큼 경험많고 실력있는 애를 그냥 저렇게 쓰레기처럼 버린다고?",0
개연성 어디갔노,0
와...,1
내가 뭘본거지,1
스토리는 무난한데 아저씨 배꼽티 뭔데 히발,0
엄청 소환된 머시기 보고 이거 보니까 ㅈㄴ 혜자에 양반이네 ㅋㅋㅋㅋㅋㅋㅋ,1
중력???,1
10년빽섭....ㅠㅠ,1
좆구리네,1
니 도적 버려?,1
배꼽티 다시는 입지마라 열받네,0
걍 후지토라 하세요,0
걍 그거 아니면 스토리 안될듯(?),1
아주 빠르게!,1
중력??????????,1
몇몇은 만진당 좌좀페미노조 싀끠들이 보이네 ㅋㅋㅋ,1
아주 발작하고 나셨지??,1
ㅋㅋ🤪,1
남자 옷 배까는거 일본에서 유행임?,1
주인공 자웅동체인줄 가슴도 있고 수염도있고,1
우흥,1
18회차에서 회귀해서 댓글씁니다.,1
어지간하면 다른 작품 먼저보시는거 추천합니다.,0
정주행 하기 너무 힘든 작품입니다.,0
몰입이 탁탁 끊어진다는 느낌 너무 많이 받습니다.,0
개 노잼,1
크롭티 입어서 짤린거 같은데 ㅋ,1
아저씨 배꼽티.....?,1
시공룡의 어쩌고...,1
그냥 그 포켓몬의 펄x아 디아x가 닮았는디..,1
나이든 주인공 그림체 너무 드러워..,0
머리좀 자르던가 묶던가,0
어휴,1
야 기분좋다!,1
쪽바리 옹호하는 놈들 신났네,1
ㅋㅋㅋㅋㅋㅋㅋ니들끼리 물빨 잘 해라,1
일본 이름 나오자마자 거른다 ㅅㄱ ㅋㅋㅋㅋㅋ,1
일본이라고 그림과 연출이 좋은건 아니구나,0
대사랑 포즈가 오글거려,0
그냥 짱툰이네;;,1
너무 아재같이그렸다,0
뭔 10년차이가 ㄷㄷㄷ,1
이거 왜 비스트테이머 애니 같냐?,1
훠훠 잘가십쇼...,1
딴건 모르겠고 ㅈ같은 그림체에 여캐인지 남캐인지 모를 옷이랑 얼굴은 왜 저따위냐? ㅋㅋㅋㅋㅋ,0
이딴게 탑 10???,1
후지토라 ㅋㅋㅋㅋㅋ,1
아 그림체 무슨 포켓몬스터냐,0
보면서 왜 이딴 중국웹툰을 가져왔지 싶었는데 일본꺼였네,1
웹툰작가 지망생 작품인가,1
노출이 심할수록 강한 장비라는 특성은 아저씨에겐 필요없다고.. ㅡㅡ,1
근데 파티원들이 현명한거임,1
소꿉놀이도 아니고 쓸모없는 주인공 지키려다 다 죽으면 나라가 망할텐데,0
일본이름달고당당하네,1
히든 클래스상태창 ....,1
일본 웹툰인가,1
베댓이 죄다 일베 소굴이네 ㅋㅋㅋㅋㅋㅋㅋ,1
갑자기 대머리가 생기는데 뭐지,1
진짜 제목 개 족같다,0
흔한 양산형인데 1화니까 기대해 봄,1
"와...,",1
머냐 2연속꽝이넹 ㅠㅠ,1
중력..,1
그 중력이 너무 빠르게 나다 보니까..,1
일본은 헌터파티든 용사파티든 추방당하고 유유자적하거나 최강되는 게 인기 많나보네,1
그림 예쁘고 재밌어요,1
별점이랑 댓글보고 그러려니 하고 봤는데 생각보다 재밌겠는데..?,1
어...,1
그러니까 저희 인생 망한거는 리셋 아니면 답 없다는 교훈인거조?...,1
베테랑모험가를 바로버린다고?,1
저런게 일본 이지메 감성인가,1
욕먹는 이유는 하나겠지..,1
소재가 한국에 있는 양산형보다 밀린다는거..,0
한국은 양산형에 미친나라라서 소재가 미칠 듯이 많은데.,1
중력을 다룬다는 것 빼고는 이점이 하나도 없어서 그럼,0
희중최노 화이팅!!!!!!!!,1
이게 맞아…..?,1
다 좋은데 복장 ㅆ,0
으흥.,1
가져올만큼 메리트없는 웹툰인더ㆍ,0
ㅋㅋ관리한거 보니까 s급 모험가가 아니라 노숙자인데 머리좀 자르고 씻고다녀라,0
f=ma인데그것도 생각안하는 꼬라지가 엄,0
"흔해빠진 설정은 둘째 치고, 작가가 지능이 좀 낮은 것 같은게 연출이 처참해서 스토리 공감이 하나도 안 되고 몰입이 불가능하네..",0
주인공부터가 S급 파티+도적 TOP티어 정도의 노력충 거물인데 겨우 파티 쫓겨나고 상급 게이트 못 들어가는 것 하나로 하루아침에 개폐급 무능력 거지나부랭이가 되냐.,1
그 동안 모아둔 돈도 없고 헌터 아니면 직업 없냐.,1
심지어 그 동안 함께 사선 넘나들었을 파티원들이 동료애 없는 사이코 집단도 아니고 어떠한 감정교류 하나 없이 갑자기 쓸모 없다고 한마디 툭 던지고 퇴출시키는 것도 뭔 설정이냐.,0
게임에서 1시간 파티사냥하다 쫓겨나도 저것 보단 낫겠다.,1
기본적인 세계관 설정부터가 허접해서 앞으로 그 어떤 설정 붕괴 막장 스토리가 나올지 가늠 안 되고 주인공 또한 생각이나 행동만 봐도 입체적이지 못해 매력이 하나도 안 느껴진다.,0
양산형 판타지 회귀물 몇 편 보고 초딩이 냅다 생각나는대로 그린 것 같음.,0
보는 내내 지능이 내려가는 기분이었다.,1
바로 하차한다,1
아무리 봐도 짱툰보다 노잼이다,0
나혼자만 레벨업 짜가리들 그리고 쪽바리들,1
"아니근데 스토리가,,, 뭔 세상의 헌터가 쟤네만 있는것도 아니고 왜 주인공 나서서 설치냐,,클리셰범벅에 노잼,,,",0
도둑넘이라 도둑스킬쓰내.,1
그림체보니 하차가답이다.,0
배꼽티가 뭐냐고?,1
가남스따일이냐.,1
에휴,1
파악 올라갔다가,1
중꿔보단 일뽕이 ㅎ,1
전투?,1
쒯인데...?,1
괜히 누르고 들어왔나,1
재밌는데 왜케 한국엔 징징이들이 많습네까?,1
쿄쿄,1
머여...,1
왜 일본작품이 여기 잇나요,0
ㅋㅋㅋㅋ 옷 입은게 더 거지같노 ㅋㅋㅋㅋㅋ,1
..,1
와,1
딜도 못넣고 탱이나 지원도 못하는데 짤리는게 맞지,0
남자가 크롭티?,1
쉽지않네..,1
와..,1
이루베들이 점령했네 ㅋㅋ,1
근데..,1
웹툰 표지랑 머리카락 스타일이 ...,1
음 다르네?,1
영ㅋㅋㅋ광ㅋㅋㅋ읰ㅋㅋㅋ검ㅋㅋㅋㅋㅋㅋㅋ,1
크롭티랑 자기관리 안한것도 짤린 이유에 들어갈듯..,0
적당한 돈벌이로 도적을 택한다던데 s급 도적이었다면 나름 돈벌 수 있는게 많았을텐디,1
주인공 체형이 여자같네요,1
시공이,1
그니까 일본 탑 웹툰이라는 거져?,1
일본꺼 가지고올려면 이름이라도 한국식으로 바꾸던가,0
"홍보를 '일본 top10' 이라고하니 더 욕먹는거다 누구나 알고있는 대작들로 유명한 일본이니까 거기서 top10이니 기대감을 가지고 들어왔다가 작화, 스토리, 설정 전부다 중간이하 퀄리티니 실망하고 분노하는거임",0
솔직히 이정도 저퀄 작화에 양산형 스토리는 한국에도 널리고 널렸는데 왜 이런걸 가져온건지 이해가 안된다,0
네이버 망했어요,1
이딴걸............,1
도저히 못봐줄 수준일본 웹소설 특유의 냄새가 너무 심합니다,0
마블의 엔드게임 보고 감동한 시청자가 마블스를 본뒤 내눈!,1
을 외친뒤 다시는 마블영화를 보지않았다는 이야기가 떠오릅니다,1
그닥 재밌지도않고 양산형 수준..,0
에휴,1
스토리가참,1
작화수준 레전드 ㅋㅋㅋㅋ,1
s급이 ㅈㄴOOO같이 생겼네,1
헌터나 몬스터나,1
그냥 작화가 구대기급같은데...,0
내용도 솔직히 1화치고는 뭔가,0
많이 빠진거같은 수준의 내용이고...,0
내 눈이 높은건 아닌데 흠,1
첫화붖더 대사가ㅡㅡ1화보고 떠납니다ㅋ,0
우흥~,1
"포털, 게이트 그만 열려",1
??? :,1
하려면 재미있게..!,1
퀄리티나 내용연결 않좋은게 딱 중국꺼 같은데 아니라니...,0
그라비오르 ㄷㄷ,1
중국작품이 아니라고??????,1
뭔 첫화부터 짱개스멜이 이리 고약하게 풍기는 그림체냐 ㅡㅡ,1
주인공 탱크탑 너무 흉하다...,0
90년대 만화 보는줄...,1
일본 애들 불쌍..,1
스테이터스 있으면 민첩 이락 럭 올리면 크리티컬 확률 안오르나?,1
도적은 크리랑 연타빨로 부족한 딜량 메꿀수있어야지 ㅋㅋㅋ 그리고 던전공략인데 발빠른사람 버리면 그게 깨지는게 신기함,0
왜 배에 싱처있다가 없어지냐,0
중력이 아니라 초재생임?,1
주인공이 초딩?,1
중딩?,1
와~ 이런 저급만화가 네이버에 있다니,1
《중력 1200배》너가 과연 버틸 수 있을까????:,1
크흑...,1
끄아아아악!,1
(온몸의 뼈가 박살나고있어...,1
계속해서!,1
너 도대체 얼마나 강한거야?!,1
"현재까지 연재된 25화까지 쭉 다 본 결과, 솔직히 연출은 많이 아쉽습니다.",0
내용도 그런 편이고요.,1
딱 어린 사람들이 가볍게 보기 좋은 판타지 액션에 게임 판타지가 추가된 일본 애니를 보는 듯한 느낌이 납니다.,1
그런 장르로 어린 애들이 가볍게 보기 좋은 일본 애니가 웹툰으로 나온다면 딱 이거일거 같은 그런 느낌이에요.,1
그리고 일본 작품이다보니 등장인물들의 감정선이나 내용의 흐름에 담겨 있는 성격들 자체가 진짜 딱 일본 애니라서 한국 사람들에겐 취향의 차이로 인해 이 작품이 나랑은 맞지 않다.,0
고 느껴지는 그런 부분도 꽤 있어요.,0
그래서 이 작품이 일단 저랑은 맞지 않았어요.,1
"그리고 이건 뜬금없지만 만약 누군가가 저에게 일본 애니 작품과 일본 웹툰 작품, 이 둘 중에서 무엇을 고를거냐고 묻는다면 역시 일본은 애니입니다.",1
찍먹해보려고 봤는데 1화라서 그런가 연출이 매우 많이 아쉽네요.,0
조금 더 보기는 할거지만 연출이 계속 이모양이면 망설이지 않고 하차해야겠네요.,0
일단 쿠키는 완전 보류.,0
주인공 비율 무슨일이지;; 다리 겁나 짧네,0
네이버 미쳤네,1
정주행 시작합니댜,1
일본이름보고 개당황했네 머임 싶었음,1
마파두부 레시피좀 올려줘,0
어?,1
왜 익숙한 짜장맛이 나지???,1
일본의 용사추방물과 한국의 게이트 헌터 회귀물을 섞어드시겠습니까?,1
늘 먹던 맛이군 마치 동네 국밥집같은,1
장발수염남캐의 크롭티?,1
하차합니다,1
외국 작가 그만 데꼬와,0
ㅣ,1
충들이 지들 세상인줄 아는거 진짜 ㅋㅋㅋ니들은 그짝놈들이랑 다를 바 없어 미물들아,1
네코짱 치쿠와쌍,1
ㅋㅋ핵노잼 ㅋㅋㅋ도입부,0
재밌는데 별점 왜 이러냐,1
억까 지리네,1
근데 15년동안 길드였으면 클래스도없이 5년동안 길드질한거?,1
우흥,1
네이버 뭐함?,1
양판소 웹툰 멈춰,0
솔찍히 딜안나오는도적은 쓸데없음,0
그냥 잼있으면 보면 되는거지 이 작품이 한국에서 만든거면 과연 이런 반응이였을까.,1
색안경 지리네,1
주인공이 못생김,1
주인공 의상 눈 버렸네.,0
돚거면 쫓겨나도 할말없지,1
중력 !,1
바로 튀튀 이건 별로다,0
작화가 쌉애바인데?,1
남주 인체가 진짜 아마추어가 그려도 더 잘 그릴 듯 남자 작가님이 아닌가?,0
구조상 남자 밑위가 저렇게 짧을 수가 없는데 기괴함,0
중력술사...?,1
츄야?,1
여자야....?,1
남자야....?,1
아니 일단 주인공 성격이 너무 에반데..,0
일본까지 진출하신겁니까?...,1
"이쁘게생긴.,",1
수염달린 아저씨..,1
"하아, , ..",1
2화보고접은유일한웹툰,0
팀 길드원들이 ㅆ렉이ㄴㄴ들이네ㅋㅋ,1
"그래서 ㅅㅂ 중력이 회귀,도적 뭔상관임?",1
어어 밀지마라,1
배꼽티 무엇....,1
그냥 벗고 다녀...,1
그림체가 너무 판타지고 애니인데,1
일본에도 똑같은게 유행중이었어?,1
운개좋은 주인공 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋzzzzzz,1
영ㅋ광ㅋ읰ㅋ검ㅋㅋㅋㅋ,1
한국은 정점인사람들이 웹툰연재를 하지만 일본은 폐급들이함,0
진지하게 이게 네웹 상위권에 있는 작품이랑 똑같다고하는건 만화 1도모르는 억까충임ㅋㅋ,1
대사 수준부터 쓰레기같고 한컷한컷 이어지지도 않고 연출은 어디 90년대 만화보는것 같고 그림체 유지도 하나도 안되고 1화부터 작붕컷 ㅈㄴ많은데 어딜 이딴 쓰레기 같은 작품을 네웹 상위권에 비벼ㅋㅋ 다른것까지 갈필요없고 전독시 1화보고와라 하늘과 땅차이다 ㅋㅋ,0
이건 그냥 만화 제대로 배우지도 않은 일반인 작가티 ㅈㄴ나는구만 뭔ㅋㅋ,0
흠...?,1
그냥 불만있으면 보지를마라,1
징징거리는걸로 몇컷을 먹냐 ㅋㅋㅋ,1
제10화안에 ㅈ된다,1
만화수준 ㅈㄴ낮네 구해달라더니 가라고하니 신같은스토리 ㅋㅋ,0
전투씬이 마음에 드네요,1
속도느린 석상인데 왜 엎드리고 살려줘 ㅇㅈㄹ ㅋㅋ,1
중력523배,1
살려달라면서 도망치래 ㅋㅋㅋㅋㅋㅋ,1
OOO네 스텟분배 이러더니 허구언날 조또 설명 없는 처음보는 스킬만 찍고 스텟이 없는거면 레벨 격차에서 체급차이는 왜 나는거며 히든클래스인데 조건만 알면 아무나 찍을수 있는거면 히든클래스도 아니고 조또 개연성 없이 시비털고 개연성 없이 그거 참교육하고 OOO 뭐 전생에 S급 헌터였는데 책펼쳐서 던전 알아보고 뭔 더적클래스였네 뭐네 하는데 그거 활용도 ㅈ도 없고 OOO다그냥,0
음 하차해야겟다 ..,1
지금까지 여러웹툰 퀄 높은건만봐서 그런지..,1
약간 음 스러운게 많은느낌,0
우츠노미야 시온 카에데카렌.,1
작가가 AV매니아인듯 ㅋㅋ,1
아니 다 좋은데 중력 마법으로 찍어누르는게 아니라 걍 검사네..,0
이런걸 내가 봐야한다니,1
중력반감이 머임??,1
먼데 몹이 느려져?,0
중력 쎄지는거임?,1
빠가야로,1
근대 왜 이름이 일본이름임??,0
팔 없다,1
그림체 안좋다,0
짱툰임?,1
이게 인기가 있고없고 차이가 스킬이 단촐한지안한지 같다,0
나혼자만렙뉴비 보면 주인공이쓰는 스킬의 종류가 엄청 다양해서 이번엔 어떻게 문제를 해결할까 가 재밌어서 보는데 이웹툰처럼 스킬이 반복적으로 계속 쓰이면 재미가없어지는듯,0
일본어?,1
일본캐릭터?,1
뭔가 네이버 웹툰 올려치기 존나 많은데 여기도 양산형 존나 많지 않았나?,0
양산형 다 비슷하지 뭐 네이버 카카오 일본 사이트 따지고 있음?,1
한국 양판소도 이런거 존나 많고 존나 잘나가는데 일본은 일본이 ㅇㅈㄹ 걍 뭔가 어쩌다 인기 많아진 양판소 대려온거지 일본 수준 따지는건 또 뭐임?,1
으윽..,1
오글거려서..,1
더이상은 못보겠드아..,1
방구석 평론가들 많네,1
여기 ㅋㅋㅋㅋ 쓸데없노,1
내용은 괜찮은데..,0
그림체가 똥손 그림에서 나오는 설명부분도 없고 갑자기 노랑머리 팔도 없었지고 제가 봤을때는 그림 그리시는 분을 다른 사람으로 해보세요 그림 자체가 너무 못그리고 웹툰에 대한 인지 설명 정확한 칸나누기 등등 이런부분을 정말 꽝입니다,0
그리고 배경 몬스터 사람 전부 다 잘못그렀습니다,0
미술을 배우신 분들도 안배우신 분들도 다 알수 있을거예요,1
그냥 화려한 쓰레기 입니다,0
내용은 괜찮은데 그림 때문에 이 웹툰은 망한거 같아요,0
아니 중간에 전개가 이상한데?,0
이해가 안가,0
네 마법사인 의미가 있나?,1
지금.,1
아우 캐릭터들 죄다 말 디게 많네..,0
똥 먹는 느낌쓰로 보면 먹을만 함,1
ㅋㅋㅋㅋㅋ 작화 왜이래,0
에휴 ㅉ,1
이게 일본 네이버 웹툰 상위권이라고?,1
왜케 유치한거 같냐...,0
초반은 괜찮았는데 전투신도 뚝딱인형같고...,0
모르겠다🫥,1
아...,1
쉽지만 전 여기서 탈락합니다,1
방심하비 말라면서 지 트롤링 때문에 팀원들 다 뒤지게 생겻네,0
이제 주인공이 막타 치면서 놀랄려나,1
암살자랑 뭐가틀리냐?ㅋㅋ,1
몬스터한테 도게자 박네 OOO ㅋㅋㅋ,1
정서가 걍 국내랑 안맞네,1
더게이머 보는기분 그림도 걍 구려,0
화산귀환이 참 엄청난 작품이란걸 알게되었다.,1
위치에너지자 가속운동자 벡터가속자 뭐 이런거로 하는게 좋을거같은데,0
네이버도 한물갔네 이딴걸...,0
ㄹㅇ 개씹덕느낌나서 못보겠음,1
똥똥똥~~...,1
똥이왔어요,1
아 왤케 진부하냐 차라리 트렌드처럼 쥔공 성격 개차반으로 나옴,0
사이다라도 느끼겟는데 ㅋㅋ,1
중력 뭐시기 하는것 치고는 너무 단순하고..,0
"이건 아직 클래스 초반이라 억지로 이해한다고 해도, 그냥 전개 방식 자체가 웹툰이 아니라 일반 만화로 나왔으면 몇화 못가서 출하엔딩으로 끝났을 수준으로 보인다 ㄷ",0
진짜 어지간한 이세계물 그냥 뇌비우고 본다지만 이건 해도 해도 너무 했다.....,1
쌈마이 일본감성(물론 취향은 존중 함) 가득한걸 그대로 들고왔네 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
중2병돋는 대사+처참한 액션신+처참한 작화+10년전어나 볼법한 클리셰.,0
대단한 작품이 왔구나.,1
일본 네이버웹툰 10위안에든 작품을 볼 수있다니 영광이다.,1
옆동네 단풍겜에서 중력 쓰는 애들 좋아해서 봤는데...,1
중력에 대한 모독이다뉴턴에게 사과하세요,1
그림 구도가 진짜 개 구리네요,0
유튜브에서 만화랑 그림 피드백할때 보는 그림같아요,1
댓글 게이들 지들 욕할건 다 ㅊ하면서 아직까지 ㅊ보고있네,1
그림 진짜 못그린다...,0
이딴게 일본 상위권?,1
차라리 메이플만화가 더 재밌네,0
"무""모""??",1
아 네이버 웹툰이 점점 카카오웹툰으로 가고있어..,1
옛날 웹툰들이 그립다,1
뻔한 전개에 뻔한 스토리 좋아하는 사람들은 좋아할듯,1
진짜 이과들이 이걸 뜯어고쳐 줬으면 좋겠다..,0
아무리 만화라지만 중력이랑 지금 주인공 쓰는 스킬이 무슨관련인지 이해가안감...,0
분량뭐임??,0
스크롤 세 번 내렸는데??....,1
그림 수준 너무 떨어진다,0
진짜,1
중력자보다 처음 직업인 도적이 더 쎄보이면 개추 ㅋㅋㅋㅋ,0
커다란 돌에 전류를 흘려보내는 바부,1
나만 재밌는거임..?,1
자기들 취향이 아니면 안 보면 되는거지 굳이 댓글 더럽게 쓰는 이유는 뭐야;,1
노무현 대통령도 히든클래스인 중력자였습나다,1
