no,appId,episodeId,userName,content,score,at,M_Label,M_Score
18,774358,27,Toothless,베댓들 꼬라지 보면 볼수록 가관이라 그림작가님 안쓰럽네.,-1,2024-01-02 02:35,offensive,0.56
19,774358,27,Canon,츤츤거리며 로렌스의 꽃을 구하러 가겠구나,2,2023-12-17 14:14,hate,0.91
20,774358,27,단추,아버지 웃고계시네,0,2023-12-09 17:37,offensive,0.7
21,774358,27,ABCDE,잘보고있습니다~~,-1,2023-11-22 06:16,clean,0.66
22,774358,27,알님,그림 예전보다 훨씬 나은데 왜저러지...,-1,2023-11-15 00:51,offensive,0.55
22,774358,27,알님,재밋어요 화이팅 !,-1,2023-11-15 00:51,clean,0.73
23,774358,27,살구치약,재밌어욥,-3,2023-11-14 20:22,clean,0.76
24,774358,27,아니그래서뭐,제발 주인공 근손실만이라도 해결해줘.....,4,2023-10-22 16:30,offensive,0.67
24,774358,27,아니그래서뭐,존나 기생오래비...,4,2023-10-22 16:30,hate,0.96
24,774358,27,아니그래서뭐,초반 그 간지가없음,4,2023-10-22 16:30,offensive,0.61
25,774358,27,11w,거의 10화 다되가는데 여기까지와서도 그림체에 불평할꺼면 제발 그냥 보지말자;;,6,2023-09-26 22:32,offensive,0.69
26,774358,27,aud,아니 근데 로렌스 가문이 잘못한 거 아님?,3,2023-08-28 11:12,offensive,0.69
26,774358,27,aud,돈 빌려놓고 안갚고 담보로 건것도 안주고 있는거면;;,3,2023-08-28 11:12,offensive,0.62
27,774358,27,념념긋,근데 이 그림체가 그렇게 별로임?,8,2023-08-15 19:22,clean,0.51
27,774358,27,념념긋,인삐 존.,8,2023-08-15 19:22,hate,0.51
27,774358,27,념념긋,나 나는것보다는 특색없어도 무난한 게 낫던데,8,2023-08-15 19:22,offensive,0.57
28,774358,27,kss,오호...,0,2023-08-02 16:11,offensive,0.54
28,774358,27,kss,뭘 얻을건가...,0,2023-08-02 16:11,offensive,0.74
29,774358,27,쿠랑쿠푸,아무 생각없이 재밌게 정주행중인데 댓글 왜이러냐,2,2023-07-25 02:34,offensive,0.7
30,774358,27,lee,재미있고 그림체도 괜찮습니다 작가님 힘내세요,5,2023-05-18 22:19,clean,0.79
31,774358,27,김연,이미 이전 화에서 피드백 많이 했으니 반영되길 기다리면서 그냥 보면 안되나..?,6,2023-04-12 00:06,clean,0.55
31,774358,27,김연,댓글들이 다 심하게 화가 나 있어서 웹툰 보기가 싫어짐..,6,2023-04-12 00:06,offensive,0.63
32,774358,27,송팡이,스토리야 소설원작이라 깔끔하고 그림체도 특색은 없지만 무난하니 괜찮은데 딱히 불만가질일 없는 a급작품,0,2023-04-03 23:16,offensive,0.52
33,774358,27,훌쩍,근디 지금보더라도 로렌스 가 잘못아녀?,2,2023-03-30 06:11,offensive,0.66
33,774358,27,훌쩍,빚지고 담보도안줘,2,2023-03-30 06:11,offensive,0.58
33,774358,27,훌쩍,그냥 배째라는 협박하고있는데 진짜 배짼다고하니까 로만이 전쟁에끼어들고,2,2023-03-30 06:11,hate,0.88
34,774358,27,데일초이,난 그전 그림체는 너무 별로였음,-2,2023-03-26 10:55,offensive,0.7
34,774358,27,데일초이,양산체여도 이런그림이 낫음ㅋㅋ,-2,2023-03-26 10:55,clean,0.66
34,774358,27,데일초이,장씨세가처럼 개성있게 잘그리는거도 아니고 대놓고 별로던데,-2,2023-03-26 10:55,offensive,0.73
35,774358,27,음의나라,좋은 작품에 왜 이렇게 안티들이 많은지 이해가 가질 않네요,-7,2023-03-12 23:09,offensive,0.65
36,774358,27,Nick Ne,개개인의 기호인거지 맘에 들든 안들든 그냥 그 정도면 될거 가지고 선동을 하니까 꼴보기 싫은겁니다.,3,2023-03-10 02:40,hate,0.81
36,774358,27,Nick Ne,그럴거면 보긴 뭐하러 봅니까,3,2023-03-10 02:40,offensive,0.52
36,774358,27,Nick Ne,이젠 좀 나아졌나 해서 돌아오는건 또 무슨 심리고..,3,2023-03-10 02:40,offensive,0.67
36,774358,27,Nick Ne,누가 보면 담당자신줄 알겠네요,3,2023-03-10 02:40,offensive,0.71
36,774358,27,Nick Ne,의견 적는건 좋은데 적어도 무책임한 말로 공연히 자기 일 하고 있는 작가님한테 욕을 하시는건 좀 자제해야 하지 않을까요,3,2023-03-10 02:40,offensive,0.62
36,774358,27,Nick Ne,선생님들..,3,2023-03-10 02:40,offensive,0.54
37,774358,27,mue,아니 진심으로 난 그림채도 괜찮은데,-2,2023-03-01 00:37,clean,0.79
38,774358,27,ros,66666년 환생이랑 마무리가 비슷한데 뭐지,0,2023-02-15 00:59,clean,0.63
39,774358,27,lem,진짜 개망했네.....,0,2023-02-13 20:02,offensive,0.62
40,774358,27,엘리야,그림체 저번보다 나은게 팩트인데 대체왜?,0,2022-12-15 02:34,offensive,0.65
41,774358,27,김윤하,전 작화 개구린데 후반에 괜찮길래 보기시작했는데 ㅈㄴ욕먹네ㅋㅋ,1,2022-12-06 16:54,hate,0.74
42,774358,27,우나,무협물인데 그림체에 역동감이나 활력이 부족한듯,5,2022-11-24 00:14,offensive,0.69
43,774358,27,캔디스,우푸작가 폐미 작가입니다.,2,2022-11-22 04:11,hate,0.95
44,774358,27,푸른열정,나름 재밌게 보고있는데 댓글들은 왜캐 발작하지,0,2022-11-15 20:52,offensive,0.67
45,774358,27,초상집저승객,생각도 짧고..,0,2022-10-09 20:19,offensive,0.67
45,774358,27,초상집저승객,분량은 더 짧네,0,2022-10-09 20:19,offensive,0.54
46,774358,27,dudl****,힘내세요,-2,2022-10-05 00:50,clean,0.52
47,774358,27,배짭스,진짜 참다참다가 ㅋㅋㅋ 말을 말자..,0,2022-09-29 06:41,offensive,0.61
48,774358,27,정관영,ㅎㅎ,1,2022-09-28 20:42,clean,0.44
49,774358,27,골프치러오세요,액션액션 거리길래 밑에서부터 좀 보고왔더니 기냥 유혈낭자한게 좋은거아니냐 피 열심히 그려놓은거밖에 차이가 없다; 그냥 순정그림체가 맘에 안든다 할것이지 사람 헷깔리게함 억까쉐기들,-4,2022-09-27 19:27,hate,0.71
50,774358,27,네,아니 전작가님이랑 예기 다 끝났겠지 사정이 있을수도 있는건데 빼액 거리면 다들어줘야함?,5,2022-09-23 12:39,offensive,0.68
50,774358,27,네,그림체 바껴도 잘만보고있던 사람까지 기분 잡치게 만들고; 이런웹툰이 연중 안된것 만으로도 감사하구만 연중됬어,5,2022-09-23 12:39,offensive,0.69
50,774358,27,네,봐 보지도 못해,5,2022-09-23 12:39,offensive,0.59
50,774358,27,네,그렇게 끝나서 다음화 보지도 못하는 웹툰이 몇갠데;;,5,2022-09-23 12:39,offensive,0.65
51,774358,27,o1o,에휴 그냥 마음에 안들면 그냥 안보고 댓글 안달면되지,10,2022-09-14 23:31,offensive,0.73
51,774358,27,o1o,꼭 지들 마음대로 안해준다고 빼액거리니까 무한도전 같은 예능도 사라지지,10,2022-09-14 23:31,hate,0.93
52,774358,27,choy****,강대해질려는 세력은 짓밟고 신부도 얻는거지!!,-2,2022-09-11 23:30,offensive,0.6
53,774358,27,TH,십 예전에 레드팽 처음죽일때 액션신 보고도 그걸 커버치네 ㅋㅋ ㅋ 아오 진짜 개독자들 ㅈ 같아서 10점준다.,-1,2022-09-08 11:12,hate,0.95
54,774358,27,악마,작가가 멍창한건가...,18,2022-08-31 06:31,offensive,0.63
54,774358,27,악마,네이버가 멍청한건가...,18,2022-08-31 06:31,offensive,0.58
54,774358,27,악마,왜 독자와 싸우려하지?ㅋㅋㅋㅋㅋ18화인가19화까지의 그림체를 독자가 싫어하지 않는데 굳이 바꾸어서 욕 처드시더니 고집부리며 유지하네 ㅋㅋ,18,2022-08-31 06:31,hate,0.79
55,774358,27,백승주,여자는 잘 그리는데 남자 얼굴형이 약간씩 이상함날카로운 눈매는 잘 그리시는데,7,2022-08-30 22:27,offensive,0.65
56,774358,27,그리하여그렇게,이 그림체의 깔끔함에 전 그림체의 개성을 더하면 완벽할 텐데,6,2022-08-15 17:11,clean,0.55
57,774358,27,부쉬속렝가,이 바닥에서 웹툰에는 일가견이있다고 생각하는데 처음 그림체 바뀌었을때 거부감 심하긴했는데 가면갈수록 액션씬에서 어떻게 합을 주고받는지 구도도 잘 이해가고 딱히 모난곳없이 괜찮은데 물타기 너무심한거같다 의견내고 피드백하는거 좋은데 작가님이 길을 잃을까 우려되네,-4,2022-08-04 08:05,clean,0.51
58,774358,27,da,와 댓글벌레심하다,1,2022-08-03 01:52,hate,0.9
59,774358,27,엘레,유해한 가루 뿌렷으면 바로 실명 아님?,7,2022-07-31 02:46,offensive,0.64
59,774358,27,엘레,감을땐 감아야지;,7,2022-07-31 02:46,offensive,0.48
60,774358,27,사막여우,옛날 그림체 환상적인 재미를 보장했는데........... ㅠㅜ,6,2022-07-27 21:22,clean,0.59
61,774358,27,ZiNiK,그냥 순수 그림 실력 문제인듯 경험이 적으니..,3,2022-07-27 18:14,offensive,0.71
62,774358,27,주먹이웃는다,저 b급 용병 개찌질해 보이는데 안고 가네?,-7,2022-07-19 22:04,hate,0.95
62,774358,27,주먹이웃는다,응 1점,-7,2022-07-19 22:04,offensive,0.74
63,774358,27,son,이렇게까지 깔 작은 아닌거같은데 왜이렇게 까대는지 모르겠네;;,5,2022-07-19 15:38,offensive,0.57
64,774358,27,이이디디이,ㅋㅋㅋ재밌ㄴ는디 난 예전 그림체는 뭔가 아재같아서 별로였음,-8,2022-07-19 00:24,offensive,0.69
65,774358,27,자치령황제,나만 느낀게 아니였네 다른것들은 몰라도 케빈은 앙상한게 독기 있게 생겼던 와꾸는 어디가고 ㄹㅇ 애ㅅㅋ로 만들어놔가지고 어이가 없었고 꼬부랑 머리는 매직해서 나오고 로만 영주도 광산기업했다던 그 어깨뽕 다사라지고 30년 귀족생활만 했을것 같던 중년으로 바뀜,6,2022-07-18 00:42,hate,0.93
66,774358,27,미레,"그냥 여자들은 그림체가 딱 정해져있는듯ㅋㅋ니즈 파악,피드백 일체 귀쳐닫고 십게이물로 그리는데 참 소설본 입장에선 몰입이 존나게 안되긴한다니까ㅋㅋ",6,2022-07-12 02:02,hate,0.92
66,774358,27,미레,시팔 눈알이 있으면 고수 웹툰 조금이라도 쳐보고 참고하든지,6,2022-07-12 02:02,hate,0.92
67,774358,27,슈비아,"캐릭터는 전 그림체가 개성 있긴 했는데 전체적으로 보면 이 그림체가 훨 낫구만...1,2화 다시보고 와라",-11,2022-07-10 22:20,clean,0.44
67,774358,27,슈비아,액션이 더 엉성 하고 x나 못그렸던데,-11,2022-07-10 22:20,offensive,0.68
68,774358,27,세상에는,아니 작가를 왜바꾸냐,3,2022-07-08 11:45,offensive,0.71
68,774358,27,세상에는,ㅡㅡ진심 욕만나오네,3,2022-07-08 11:45,offensive,0.71
69,774358,27,이우람,주군 했다가 도련님 했다가 어휴..,5,2022-07-07 14:05,offensive,0.71
69,774358,27,이우람,작화가 엉망이니 내용도 엉망이네,5,2022-07-07 14:05,hate,0.81
70,774358,27,하이바라,나 한달반만에 본건데 ㅋㅋ 곧 망행이네,5,2022-07-05 23:13,offensive,0.63
71,774358,27,사네티,피로 강을 이룬 천마가 아니라 와인으로 목욕하는 부잣집도련님같은데 ㅋㅋㅋㅋㅋㅋ,9,2022-07-03 15:08,hate,0.9
72,774358,27,류자키,그림체 좋고 액션 ㄱㅊ은데 왜 난리지,-7,2022-06-28 23:13,offensive,0.64
72,774358,27,류자키,진짜 이해가 안가는데 그냥 복귀했을때 첫댓글이 그림체 지적이라 따라하는거냐 머저리들이?,-7,2022-06-28 23:13,hate,0.79
73,774358,27,내이름은 최지호,나만 재밌나? ㅋㅋ,-11,2022-06-28 14:39,clean,0.62
73,774358,27,내이름은 최지호,왜캐 못까서 안달이여 보질마~,-11,2022-06-28 14:39,offensive,0.61
74,774358,27,1152105,난 재밌는데 작가가 뒷돈써서 걸리기라도했나?,-7,2022-06-28 08:38,hate,0.6
74,774358,27,1152105,왜케 뿔났노 애들 ㅋㅋ,-7,2022-06-28 08:38,offensive,0.64
75,774358,27,jwoo5,그림체 토악질나오네,6,2022-06-27 23:22,hate,0.69
75,774358,27,jwoo5,알바 댓글은 더 토앋질 나오고,6,2022-06-27 23:22,hate,0.89
76,774358,27,능사,그냥 소설 봐야겠다.,5,2022-06-27 17:36,offensive,0.56
76,774358,27,능사,몰입이안됨.,5,2022-06-27 17:36,offensive,0.59
77,774358,27,레죵,존꿀잼,-4,2022-06-27 10:59,clean,0.78
78,774358,27,유과장,지금이 소설 몇화인가요..?,3,2022-06-27 09:39,offensive,0.65
78,774358,27,유과장,소설 보는게 낫겠네요.,3,2022-06-27 09:39,offensive,0.57
79,774358,27,류연우,음 몇화뒤에 가문 하나 터지겠군,2,2022-06-26 21:15,hate,0.66
80,774358,27,모찌주인,아니 이젠 비난글이 선동같은데 ㅈㄴ많아,-7,2022-06-25 22:09,offensive,0.51
81,774358,27,꿈꾸는나무,예고는 예고가 되야 하는데 전혀 안되고 있어요,4,2022-06-25 21:17,offensive,0.63
81,774358,27,꿈꾸는나무,그러면 그냥 장난일 뿐입니다.,4,2022-06-25 21:17,offensive,0.47
81,774358,27,꿈꾸는나무,쩝,4,2022-06-25 21:17,hate,0.42
82,774358,27,gusgh,많이 나아졋네 액션은,-9,2022-06-25 20:55,offensive,0.67
83,774358,27,미믹,"로렌스의 여자, 지가 무슨 닿지 못할 꽃이라도 되는 듯, 쥔공을 차 버린 여자였나?",2,2022-06-22 23:32,hate,0.85
83,774358,27,미믹,상황 파악도 못 하는 트롤이었죠?,2,2022-06-22 23:32,hate,0.94
84,774358,27,다중인격자,난 일타강사랑 66666환생도 의심스럽다 예전부터 자꾸 이 그림작가 올려치기하던데,0,2022-06-22 16:49,offensive,0.5
85,774358,27,밥먹자,작화가 엄청 좋아졌네,-12,2022-06-22 13:13,clean,0.62
86,774358,27,xngj****,단순히 예전 그림체와 현재 그림체를 누가 더 잘그린그림인가를 비교 한다면 대부분 현재 그림체를 잘그린그림이다 할것임,10,2022-06-22 12:02,offensive,0.63
86,774358,27,xngj****,문제는 그림실력이 아니라 스토리에 그림체가 어울리냐임,10,2022-06-22 12:02,offensive,0.7
86,774358,27,xngj****,댓글 여론도 그렇고 대부분의 사람들은 예전 그림체가 스토리에 잘어울린다고 생각함,10,2022-06-22 12:02,clean,0.52
86,774358,27,xngj****,근데 이악물고 팩트를 모른척하고 그림체 고칠생각은 안하고 댓글조작 알바나쓰고 하니까 독자들이 화가난것임,10,2022-06-22 12:02,offensive,0.49
86,774358,27,xngj****,이번화 분량보면 진짜 엄청남,10,2022-06-22 12:02,clean,0.73
86,774358,27,xngj****,많이 고생하셨을게 예상됨,10,2022-06-22 12:02,clean,0.77
86,774358,27,xngj****,하지만 여론을 무시하면 아무도 그고생을 알아주지 않는다는걸 좀 알았으면 좋겠음,10,2022-06-22 12:02,offensive,0.71
87,774358,27,청명,진짜 재미없었으면 별점이 8점대 이하였겠지?,1,2022-06-22 11:44,offensive,0.59
88,774358,27,이성민,난 재밌게 보는데 왜케 난리여 보질마,-3,2022-06-22 11:06,offensive,0.7
88,774358,27,이성민,그럼..,-3,2022-06-22 11:06,offensive,0.66
88,774358,27,이성민,작가님 악플 너무 신경쓰지 말고 힘내세요,-3,2022-06-22 11:06,clean,0.7
89,774358,27,고릴라,확실히 전 그림체가 낫긴 하지만...,3,2022-06-22 01:30,offensive,0.7
89,774358,27,고릴라,그냥 보기에 나쁘진 않습니다.,3,2022-06-22 01:30,clean,0.85
90,774358,27,SupXcham,아니 ㅋㅋ 이전에 그리던 그림체를 맘에 안들거나 뭐시기 해서 마음대로 바꾼다는 것은 전 그림작가에 대한 예의도 아니고 가령 조금만 수정을 한 페이스리프트 같은 것이라면 모를까 애초에 만화라는 그림으로 된 소설인데 몰입이 안되게 등장인물들 못 알아보게 막 그려놓고 독자들에 대한 예의는 말 할것도 없이 댓글주작이나ㅡ하고 ㅋㅋㅋ 그래서 이젠 별점 태러 박고 본다,3,2022-06-22 01:05,hate,0.81
91,774358,27,유현의난,지 맘에 안든다고 존내게 억까하다가 이 그림체가 더 낫다는 댓글 하나 올라오면 그냥 무조건 알바로 몰아가는 경계선능지 QUD신들 ㅋㅋ,-10,2022-06-21 23:51,hate,0.94
92,774358,27,Joon,작가 바뀌기 전엔 어설프게 만든 화로에 숯 꽉꽉 채워 넣어서 바베큐 구워버리는 느낌이었다면지금은 브랜드 후라이드 치킨에 민트맛 소스 부먹해먹는 느낌임,5,2022-06-21 23:50,offensive,0.66
92,774358,27,Joon,따로 먹으면 취향에 따라 맛있게 먹겠지만 이렇게 섞어 먹기엔 전혀 안 어울린단 말임,5,2022-06-21 23:50,offensive,0.69
93,774358,27,박상형,아휴...,7,2022-06-21 23:35,offensive,0.69
93,774358,27,박상형,더이상 오글거려서 못보겠네...,7,2022-06-21 23:35,offensive,0.67
93,774358,27,박상형,이만 하차합니다...,7,2022-06-21 23:35,offensive,0.64
94,774358,27,지니,솔직히 초반 작화가 좋은 편은 아니긴 했음,5,2022-06-21 22:55,offensive,0.75
94,774358,27,지니,작화 자체는 지금이 질이 더 좋기는 한데...,5,2022-06-21 22:55,offensive,0.65
94,774358,27,지니,뭔가 맛깔나지 않기는 함.,5,2022-06-21 22:55,offensive,0.72
94,774358,27,지니,수려하긴 한데 사실 비율이나 덩치 표현 같은게 좀...,5,2022-06-21 22:55,offensive,0.63
95,774358,27,자고싶어,이 웹툰이 여성향인지 남성향인지 어쩐지는 모르겠는데 일단 여성 남성 두쪽 다 만족 못 시키고 있는 건 맞는 거 같음,5,2022-06-21 22:50,offensive,0.64
96,774358,27,손,요즘 네이버..,3,2022-06-21 22:25,offensive,0.63
96,774358,27,손,웹툰 편차가 넘 크다 좋은작품은 좋은데 아닌작품이 너무 많다,3,2022-06-21 22:25,offensive,0.7
97,774358,27,gapageti,그러니까 천마신교에서 처음으로 가르치는게 눈싸움 잘하는 법이라는 거지?,1,2022-06-21 22:24,offensive,0.58
98,774358,27,룰루랄라,예전 그림이 더 나은듯..,4,2022-06-21 21:32,offensive,0.56
99,774358,27,루이스,그럼그렇지 트위텈ㅋ,6,2022-06-21 21:24,offensive,0.68
100,774358,27,로아 대기열좀요,작가 페미였네 ㅋㅋㅋ 그럼,30,2022-06-21 21:17,hate,0.96
100,774358,27,로아 대기열좀요,그렇지,30,2022-06-21 21:17,offensive,0.46
101,774358,27,lcuky,빨간머리 볼때마다 씨익 쪼개고있드만,0,2022-06-21 20:58,hate,0.94
101,774358,27,lcuky,그냥 자신감만 넘치는놈이였던걸로,0,2022-06-21 20:58,hate,0.82
102,774358,27,desolate,진정한 남자를 원하나?,2,2022-06-21 20:48,offensive,0.62
102,774358,27,desolate,"김성모 남깡여창 사시미물 ""500배""",2,2022-06-21 20:48,hate,0.94
103,774358,27,GSH,애들 신나서 댓글창 쓰레기됐네,0,2022-06-21 20:13,hate,0.56
104,774358,27,geta****,그냥 볼만헌디 빠가 까를 만든다,0,2022-06-21 18:47,hate,0.56
104,774358,27,geta****,뭐 그런건가?,0,2022-06-21 18:47,offensive,0.65
105,774358,27,초코푸딩,작가가 욕먹거나 비도덕한 짓을 한것도 아닌데 비판과 비난 여론이 너무 과한듯.,1,2022-06-21 18:28,offensive,0.61
105,774358,27,초코푸딩,이건 좀 아닌것 같음.,1,2022-06-21 18:28,offensive,0.47
105,774358,27,초코푸딩,비판이 반 비난글 반임...,1,2022-06-21 18:28,offensive,0.63
105,774358,27,초코푸딩,비판과 비난도 적당히 해야지 과하면 폭력임...,1,2022-06-21 18:28,offensive,0.63
106,774358,27,임수현,근데 왜..,-5,2022-06-21 18:25,offensive,0.58
106,774358,27,임수현,쉴드든 공격이든 그게 주가 돼버린거임?..,-5,2022-06-21 18:25,offensive,0.64
106,774358,27,임수현,신기하네,-5,2022-06-21 18:25,clean,0.65
107,774358,27,min,로렌스 ㄹㅈㄷ..,-1,2022-06-21 18:18,offensive,0.67
108,774358,27,초코푸딩,?,-9,2022-06-21 18:15,offensive,0.46
108,774358,27,초코푸딩,그림체 괜찮은거 같은데 댓글들 왜 이럼,-9,2022-06-21 18:15,offensive,0.55
108,774358,27,초코푸딩,단체로,-9,2022-06-21 18:15,offensive,0.58
109,774358,27,blv,알토란 <----------- 이분 그리우면 개추 ㅋㅋㅋㅋ,53,2022-06-21 17:30,clean,0.58
110,774358,27,blv,우푸 작가 트위터 레전드네 ㅋㅋㅋㅋㅋㅋㅋㅋ,158,2022-06-21 16:30,offensive,0.5
111,774358,27,대전H복동구리,재미없고 그림체 싫으면 걍 보지마라 지들이 무신 평론가라도 된양 뭘 그리 떠들어대는지 ㅉㅉ 다른 베스트 작품들에 비해서 엄청 뛰어나다고 할 순 없지만 나름 재미있게 보는구만,-16,2022-06-21 16:08,hate,0.65
111,774358,27,대전H복동구리,뭐그리 댓글창 지저분하게 이러쿵 저러쿵그렇게 맘에 안들믄 지들이 직접 스토리짜고 직접 그림그려서 봐,-16,2022-06-21 16:08,offensive,0.66
111,774358,27,대전H복동구리,니들끼리 그거 돌려보든가,-16,2022-06-21 16:08,hate,0.84
112,774358,27,lrr0****,여기도 귀족 로렌스가 문제군...,0,2022-06-21 16:07,hate,0.76
113,774358,27,cou,작가 바뀌기 전만 해도 절대 이렇게 망할 작품이 아니었는데 쩝,214,2022-06-21 15:40,offensive,0.68
114,774358,27,hs1,다음화,0,2022-06-21 14:29,clean,0.68
115,774358,27,카시아,10마초물이 어쩌다 이렇게 됐나,144,2022-06-21 14:20,offensive,0.73
116,774358,27,Antioch,"알바가 아닙니다, 살아남기 위한 눈물겨운 발버둥입니다",143,2022-06-21 13:57,offensive,0.64
117,774358,27,군밤꾼,이전 그림체 그립다,121,2022-06-21 13:55,clean,0.6
118,774358,27,Ba25,쉴더들 상태가 점점 안좋아지는데 ㄷㄷ 이젠 히스테리부리는 것 마냥 아무나 막 물어뜯네...,127,2022-06-21 13:52,hate,0.9
119,774358,27,블룽구리,저는 재밌게 보고있습니다.,-12,2022-06-21 12:48,clean,0.64
119,774358,27,블룽구리,그림체로 태클거시는분들 많은데 그냥 현재 페이스 유지하셔서 쭉 가세요~,-12,2022-06-21 12:48,clean,0.46
119,774358,27,블룽구리,독자들한테 너무 끌려다닐 필요없음,-12,2022-06-21 12:48,clean,0.56
120,774358,27,폭풍스톰,초기 그림작가님이 그립습니다...,3,2022-06-21 12:23,offensive,0.56
120,774358,27,폭풍스톰,이건 무협 판타지물이 아니라 후....,3,2022-06-21 12:23,offensive,0.6
120,774358,27,폭풍스톰,걍 로맨스 물 그 이상도 아닌듯,3,2022-06-21 12:23,offensive,0.74
121,774358,27,큐빅퍼즐,난 재미만 있구만 댓글 왜그러냐,-5,2022-06-21 11:41,offensive,0.59
122,774358,27,Ss,네이버는 그림체 ㅈ도 안맞는 작가고용해서 그림그리라 하고 또 그림작가는 지 그림체랑 내용 안맞는거알면서 돈벌라고 또 그걸 받아들이고 ㅋㅋ 그럼 그림체라도 바꾸던가 연재 다시시작한이후부터 쭉 그림체 비판여론 있는데 수용은 커녕 댓글알바 풀어서 억빠나하고 있고 ㅋㅋ 네이버 뿐만아니라 의견 수용안하고 그림체는 커녕 게이같은 모델링하나안바꾸는 그림작가문제가 더큼 ㅋㅋㅋ,7,2022-06-21 11:01,hate,0.91
123,774358,27,긍정적으로살아라,선동하는 세끼들이나 당하는 세끼들이나 참 ㅈ같으면 보지말고 쫌 꺼져 ㅋㅋ,-8,2022-06-21 10:25,hate,0.96
124,774358,27,ark,팩트 그림작가의 잘못이 아니다그림작가를 배정한 네이버의 잘못이다,-6,2022-06-21 10:13,offensive,0.68
125,774358,27,agavond,판타지/무협이라는데 액션씬이 거의 없어..ㅠ,229,2022-06-21 07:40,offensive,0.48
126,774358,27,아키피엘,말은 그렇게해도 별점은 솔직한걸.,-2,2022-06-21 07:16,offensive,0.61
127,774358,27,태한,만화에 환장하기는 ㅋㅋ돈 내고 보는 너네들이 호9지,-3,2022-06-21 06:58,hate,0.95
128,774358,27,주노,크리스 말풍선에 ??,1,2022-06-21 06:55,hate,0.75
128,774358,27,주노,보고,1,2022-06-21 06:55,offensive,0.51
128,774358,27,주노,진짜...,1,2022-06-21 06:55,offensive,0.65
128,774358,27,주노,소설이랑 분위기 너무 다르네,1,2022-06-21 06:55,offensive,0.6
129,774358,27,페이토,그림체가 선이 좀더 날카로워진듯해서 그건 좋네요,0,2022-06-21 05:01,clean,0.78
129,774358,27,페이토,너무 로판처럼 얇고 부드러운선으로만 안하셨으면 좋겠어요,0,2022-06-21 05:01,clean,0.74
130,774358,27,Li Be Na Mg K Ca Rb,ㅈㄴ못그려,2,2022-06-21 04:28,offensive,0.71
131,774358,27,김유진,"애초에 그림 작가님을 바꿔야 하는 사정이었으면, 아예 기존 그림체랑 비슷하게 그리시는 분을 섭외하는 게 낫지 않았을까요?",1,2022-06-21 04:07,offensive,0.67
131,774358,27,김유진,"무협이나 로판 그림체가 막, 이렇게 해야된다!",1,2022-06-21 04:07,offensive,0.4
131,774358,27,김유진,"라고 따로 명확하게 정해져 있는 건 아니지만, 장르마다 독자들이 익숙해져 있는 보편적인 그림체를 가진 작품들 사이에서 갑자기 전혀 다른 방식의 그림체를 가진 작품 하나가 나 너네랑 같은 장르인데?",1,2022-06-21 04:07,offensive,0.56
131,774358,27,김유진,라고 하면서 그 사이에서 함께 연재되면 그럴 수 있다고 생각하면서도 솔직히 좀..,1,2022-06-21 04:07,clean,0.57
131,774358,27,김유진,당황스럽잖아요?,1,2022-06-21 04:07,offensive,0.63
131,774358,27,김유진,받아들여지기도 쉽지 않을 거고...,1,2022-06-21 04:07,clean,0.53
131,774358,27,김유진,"그러나 이건 기존 캐릭터 몇몇의 디자인을 너무 많이 해쳤다는 의견으로 욕을 먹고 있으니, 작가님이 어느 정도 기존에 있던 그림체에서 다시 착안해 보시면 좋을 것 같습니다.",1,2022-06-21 04:07,clean,0.47
131,774358,27,김유진,당연히!!,1,2022-06-21 04:07,clean,0.52
131,774358,27,김유진,독자의 피드백을 전부 다 무조건 적으로 수용해달란 뜻이 아닙니다.,1,2022-06-21 04:07,offensive,0.61
131,774358,27,김유진,그러실 필요도 없고요.,1,2022-06-21 04:07,offensive,0.6
131,774358,27,김유진,"다만, 앞으로의 작품 흥행성과 방향성에 있어서 글 작가님과 그림 작가님이 피해 보는 일은 없었으면 하는 마음입니다.",1,2022-06-21 04:07,offensive,0.52
132,774358,27,손블링,이런 그림체로 순위가 이렇다니...,3,2022-06-21 02:37,offensive,0.74
132,774358,27,손블링,10계단은 더 밑으로 내려가야 독자들도 이해하지,3,2022-06-21 02:37,offensive,0.62
133,774358,27,귤,슬슬 지금 그림체에는 적응이야 돼긴한데 캐릭 일부는좀 바꼈으면 좋겠다,2,2022-06-21 02:23,offensive,0.55
133,774358,27,귤,소설속 묘사랑 괴리감이 난다,2,2022-06-21 02:23,offensive,0.57
134,774358,27,후힛,뭐지..,0,2022-06-21 01:48,offensive,0.57
134,774358,27,후힛,"난 재밌는디,, 다음화가 별로라는건가",0,2022-06-21 01:48,clean,0.62
135,774358,27,이레인,난 맘에 드는데 왜 난리가 난 지 전혀 몰겠음.,-1,2022-06-21 01:43,offensive,0.57
135,774358,27,이레인,걍 40컷 50컷짜리 시간떼우기에 불과한데,-1,2022-06-21 01:43,offensive,0.67
136,774358,27,박수빈,그림작가님 누가 뭐래도 현재 그림에 굉장히 만족하면서 보고 있는 사람도 많습니다.,-17,2022-06-21 01:23,clean,0.68
136,774358,27,박수빈,저는 이 웹툰이 작가님의 그림이라 너무 좋아요!,-17,2022-06-21 01:23,clean,0.67
136,774358,27,박수빈,댓글 중에 진심으로 캐릭터의 개성에 관해 논하는 사람도 있겠지만 분명한건 남들이 그러니까 같이 까는 사람도 굉장히 많을 거예요.,-17,2022-06-21 01:23,offensive,0.6
